success,total_return,path_length,collision,repeated_failure_rate,optimality_gap,inference_time_per_action,Algorithm,Map,Seed
1,0.92,9,0,0.0,0.0,0.0037673704468438197,Diverse Candidates,obstacle,1
1,0.92,9,0,0.0,0.0,0.003776291778194718,Diverse Candidates,obstacle,1
1,0.92,9,0,0.0,0.0,0.0037678657778693983,Diverse Candidates,obstacle,1
1,0.86,15,0,0.0,6.0,0.0037399915997715044,Diverse Candidates,obstacle,1
1,0.92,9,0,0.0,0.0,0.0038096715515065524,Diverse Candidates,obstacle,1
1,0.9,11,0,0.0,2.0,0.0037524660901081834,Diverse Candidates,obstacle,1
1,0.9,11,0,0.0,2.0,0.003764772819439796,Diverse Candidates,obstacle,1
0,-1.02,3,1,0.0,,0.0018773610014856483,Adaptive Failure,obstacle,1
0,-1.01,2,1,0.3333333333333333,,0.0019197709916625172,Adaptive Failure,obstacle,1
0,-1.03,4,1,0.6,,0.0019393642505747266,Adaptive Failure,obstacle,1
0,-1.02,3,1,0.5,,0.0019270833387660484,Adaptive Failure,obstacle,1
1,0.88,13,0,0.21428571428571427,4.0,0.001932060924725822,Adaptive Failure,obstacle,1
1,0.86,15,0,0.25,6.0,0.0019209082645829767,Adaptive Failure,obstacle,1
1,0.9,11,0,0.25,2.0,0.0019224737281381915,Adaptive Failure,obstacle,1
1,0.92,9,0,0.4,0.0,0.0019257360011882458,Adaptive Failure,obstacle,1
1,0.86,15,0,0.1875,6.0,0.0019300750000790382,Adaptive Failure,obstacle,1
1,0.88,13,0,0.21428571428571427,4.0,0.001932294846763118,Adaptive Failure,obstacle,1
1,0.88,13,0,0.0,4.0,0.0038178846936296816,Combined Exploration,obstacle,1
1,0.9,11,0,0.0,2.0,0.0037496552712665025,Combined Exploration,obstacle,1
1,0.92,9,0,0.0,0.0,0.003788712890430664,Combined Exploration,obstacle,1
1,0.9,11,0,0.0,2.0,0.00378998490950008,Combined Exploration,obstacle,1
1,0.92,9,0,0.0,0.0,0.0038210370015197745,Combined Exploration,obstacle,1
1,0.92,9,0,0.0,0.0,0.003800027777389106,Combined Exploration,obstacle,1
1,0.86,15,0,0.0,6.0,0.003666313865687698,Combined Exploration,obstacle,1
1,0.92,9,0,0.0,0.0,0.003683981553573782,Combined Exploration,obstacle,1
1,0.9,11,0,0.0,2.0,0.0036435227269645443,Combined Exploration,obstacle,1
1,0.9,11,0,0.0,2.0,0.003774147639474408,Combined Exploration,obstacle,1
0,-1.03,4,1,0.0,,0.0018658019944268744,Failure-Memory Baseline,deceptive,1
0,-1.01,2,1,0.3333333333333333,,0.0019135624897899106,Failure-Memory Baseline,deceptive,1
0,-1.04,5,1,0.6666666666666666,,0.0019006585993338377,Failure-Memory Baseline,deceptive,1
0,-1.02,3,1,1.0,,0.0018986529951992754,Failure-Memory Baseline,deceptive,1
0,-1.05,6,1,1.0,,0.0019037358312440726,Failure-Memory Baseline,deceptive,1
0,-1.1099999999999999,12,1,0.7692307692307693,,0.0018975068305735476,Failure-Memory Baseline,deceptive,1
0,-1.04,5,1,0.3333333333333333,,0.0018932834063889459,Failure-Memory Baseline,deceptive,1
0,-1.03,4,1,1.0,,0.00188563524352503,Failure-Memory Baseline,deceptive,1
0,-1.2,21,1,1.0,,0.0018919403796427928,Failure-Memory Baseline,deceptive,1
0,-1.03,4,1,1.0,,0.001920083501318004,Failure-Memory Baseline,deceptive,1
0,-1.03,4,1,0.0,,0.0018409375006740447,Dead-End Memory,deceptive,1
0,-1.01,2,1,0.3333333333333333,,0.0018841250057448633,Dead-End Memory,deceptive,1
