success,total_return,path_length,collision,repeated_failure_rate,optimality_gap,inference_time_per_action,lambda_D,Map,Seed
0,-1.02,3,1,0.0,,0.0011296389954319845,2.0,obstacle,1
0,-1.02,3,1,0.0,,0.0011861939953329663,2.0,obstacle,1
0,-1.02,3,1,0.0,,0.0011219856678508222,2.0,obstacle,1
0,-1.02,3,1,0.0,,0.0011391386700173218,2.0,obstacle,1
0,-1.0,1,1,0.0,,0.001119124994147569,2.0,obstacle,1
0,-1.02,3,1,0.0,,0.0011267503383957471,5.0,obstacle,1
0,-1.04,5,1,0.0,,0.0011698500049533323,5.0,obstacle,1
0,-1.02,3,1,0.0,,0.001124832997447811,5.0,obstacle,1
0,-1.0,1,1,0.0,,0.0011189999931957573,5.0,obstacle,1
0,-1.02,3,1,0.0,,0.0011162499965090926,5.0,obstacle,1
0,-1.02,3,1,0.0,,0.0011410693308183302,5.0,obstacle,1
0,-1.02,3,1,0.0,,0.0011308469984214753,5.0,obstacle,1
0,-1.02,3,1,0.0,,0.001106694665698645,5.0,obstacle,1
0,-1.02,3,1,0.0,,0.0011372079995150368,5.0,obstacle,1
0,-1.0,1,1,0.0,,0.001160790998255834,5.0,obstacle,1
0,-1.0,1,1,0.0,,0.001204208005219698,0.0,deceptive,1
0,-1.0,1,1,0.0,,0.0011717080051312223,0.0,deceptive,1
0,-1.0,1,1,0.0,,0.0011817909980891272,0.0,deceptive,1
0,-1.0,1,1,0.0,,0.0011511670018080622,0.0,deceptive,1
0,-1.0,1,1,0.0,,0.0011757500033127144,0.0,deceptive,1
0,-1.0,1,1,0.0,,0.0011656249989755452,0.0,deceptive,1
0,-1.0,1,1,0.0,,0.00114991600275971,0.0,deceptive,1
0,-1.0,1,1,0.0,,0.0012639999913517386,0.0,deceptive,1
0,-1.0,1,1,0.0,,0.0012648749980144203,0.0,deceptive,1
0,-1.0,1,1,0.0,,0.0011439999943831936,0.0,deceptive,1
0,-1.03,4,1,0.0,,0.0011219687512493692,0.1,deceptive,1
0,-1.03,4,1,0.0,,0.0011051042492908891,0.1,deceptive,1
0,-1.03,4,1,0.0,,0.0011033334994863253,0.1,deceptive,1
